"feature","Ctrl1","Ctrl2","Ctrl3","Ctrl4","Ctrl5","Ctrl6","Ctrl7","DHA1","DHA2","DHA3","DHA4","DHA5","DHA6"
"CL_68:2;0",0,0,0,0.0486620509862091,0.0639722337323979,0.0443646313646842,0.0389924883688475,0,0,0,0.0404866932969946,0.0343368308777484,0
"CL_68:4;0",0,0,0.094636755201058,0.0630330420426739,0.0237752627246863,0.0690152608952298,0.112293050733157,0,0.0808987326359697,0.0441352248768852,0.0314743320586808,0.091763351072498,0
"CL_68:5;0",0,0,0.0656619120891517,0.0348717157077094,0.0224328124279143,0,0.0303265278364899,0,0.0689172527794662,0.0423598583167148,0.0235210057313407,0.0259543204584436,0
"CL_70:0;0",0,0,0,0.0974763341804924,0.0294935228862702,0.118067813912445,0.0754208697125865,0,0,0,0.0587867627624391,0.0846544382703791,0
"CL_70:4;0",0,0,0.038817501133694,0.062916127091687,0.0548877608447637,0.103795068190106,0.103113434911421,0,0,0.0280703817057324,0.0458359352735635,0.0951229800763451,0
"CL_70:5;0",0,0,0.100812067202864,0.11377321064394,0.0718214598182991,0.1163040970047,0.108723036820984,0,0.0663827471735235,0.097631188281029,0.103396598863419,0.099954559871553,0
"CL_70:6;0",0,0,0.0461372674177709,0.0675866688536304,0.044347141667004,0.0324925708778524,0,0,0,0.0423413233301406,0.057783813783043,0,0
"CL_72:4;0",0,0,0,0.105801348211532,0.219883716637314,0.0601845009373081,0.024412074553234,0,0,0,0.163501328029514,0,0
"CL_72:5;0",0,0,0.0232023070226375,0.076299792440066,0.0576124865022077,0.0910695332471036,0.0981862332841445,0,0,0.00731684278467382,0.0889007253098038,0.0763328825440802,0
"CL_72:6;0",0,0,0.0911733213460608,0.18083255522939,0.0959704508088429,0.0846236511415989,0.0887387900744542,0,0.0929922743583991,0.12897356542439,0.150012346254671,0.0777400042195553,0
"CL_72:7;0",0,0,0.0421138982206038,0.112971688763117,0.0580167487020242,0,0.0436108506039984,0,0.0336598875581331,0.0682997146041509,0.100935059594354,0.0296278576899249,0
"DAG_14:0;0_18:1;0",0,0,0,0.033200084816973,0.0312762034543528,0.0453387733996946,0,0,0.0211560881393137,0,0,0.0951039547053888,0
"DAG_15:0;0_15:0;0",0,0,0,0.00701732435526926,0.00188581541259636,0,0,0,0,0,0.00200093712932676,0.00662802079558239,0
"DAG_16:0;0_16:1;0",0,0,0,0.0878779142451555,0.0637258871584204,0.0827382975420523,0,0,0.0331521519336876,0,0,0.124061716069604,0
"DAG_16:0;0_18:1;0",0.339890186310705,0,0.163580358117643,0.429500695970976,0.290232895194931,0.373958720599048,0.237646944539744,0.283485840093148,0.210139444178891,0.15555016978906,0.335089280427051,0.749553496894376,0
"DAG_16:0;0_20:1;0",0,0,0.00799340076667949,0.0303365306095626,0.0227891736915359,0.0297882023253106,0,0,0,0,0.0209584376354056,0,0
"DAG_16:0;0_20:2;0",0,0,0.00853107917286501,0.00830765974107839,0.00479993545006515,0.0272782876550343,0,0,0,0,0.00672992247632727,0,0
"DAG_16:1;0_18:0;0",0,0,0.0150871296476335,0.0300347835452345,0.0185686439817464,0.0352526488699769,0.0131055835540966,0,0.0103172816710021,0.0100777003233133,0.0238376996033175,0.0366327651449089,0
"DAG_18:0;0_18:1;0",0,0,0.0742246865436354,0.184439432439527,0.134233500056041,0.150683237110283,0.29602152770317,0,0.125074155995993,0.119591440374161,0.162689060619799,0.333445135995386,0
"DAG_18:0;0_18:2;0",0,0,0.00827433422196887,0.041591092409729,0.0114604017562932,0,0,0,0.0241636776154155,0,0.0126703624491267,0.0715957239973041,0
"DAG_18:1;0_18:1;0",0,0,0.100333565028842,0.250183796421272,0.112363741861922,0.202301421535505,0,0,0,0,0.149513393158539,0.542128909317333,0
"LPC O-_16:0;0",0,0,0.0167140589889495,0.108005246009827,0.151963432888081,0.0414534814659288,0,0.0374530418145759,0.0214199103832436,0.032176166385561,0.212909933589505,0.0356481999255257,0.0446059480555961
"LPC O-_18:0;0",0,0,0,0.0547451485802882,0.065947741725015,0,0,0,0,0.00815508042365178,0.0857787946239545,0,0
"LPC O-_18:1;0",0,0,0.0101482628735725,0.064909090891837,0.0740287564717358,0.0362932836014945,0,0,0,0.00895100126251261,0.105541450954372,0,0
"LPC_14:0;0",0.0274049283529949,0,0.0075228004634211,0,0,0,0,0.027863672241168,0.020088599520743,0.0111998084105164,0,0,0.0861321434598487
"LPC_16:0;0",0,0,0.0661182451257535,0.315352623298687,0.462329913646011,0.111736270107482,0.259578107488815,0,0.183581179336939,0.226316748529419,0.584385711024796,0.223274311558333,0
"LPC_16:1;0",0.0429024249490642,0.0504721975324716,0.00906375306090021,0.0513324555369458,0.0628831474860267,0,0,0.0233697059661969,0.0110961116391876,0.0107124523250703,0.0856814824113011,0,0.0582819320501733
"LPC_18:0;0",0,0,0.0281199045945596,0.133877043010412,0.241625030532627,0,0,0.0785185355028416,0.0649251481514793,0.0627953938988877,0.283641020812516,0.0593192005037739,0
"LPC_18:1;0",0.14240053130774,0.195870046067665,0.0419832978565932,0.213456452802503,0.240917934675833,0.0899894098586316,0.171753567832353,0.117180252283294,0.0560353041705221,0.0597602185589499,0.385292732133246,0.120709839998313,0.275358256762233
"LPE O-_16:0;0",0,0,0,0.0602819414839534,0.0332868051983053,0,0,0,0,0.00319600199267416,0.0593509617546689,0,0
