"from","to","color","arrows","length","width","label","font.size","font.color","log2FC.x","mlog10padj.x","sig.x","log2FC.y","mlog10padj.y","sig.y"
"PA_16:0_16:0","LPA_16:0","black","to",100,1,"",0,"black",-1.69580083894381,0.237475020920174,"no",0.0119772260005419,0.0366031669979892,"no"
"DAG_16:0_16:0","PA_16:0_16:0","black","to",100,1,"",0,"black",1.08032131090515,1.72823252727121,"yes",-1.69580083894381,0.237475020920174,"no"
"LPC_16:0","PC_16:0_16:0","black","to",100,1,"",0,"black",0.225289812949039,0.0628861174489004,"no",1.09097911371763,1.72823252727121,"yes"
"PA_18:0_22:6","LPA_18:0","black","to",100,1,"",0,"black",4.49149837144908,2.08878028669036,"yes",0.566136955212186,1.33252266675685,"yes"
"DAG_18:0_22:6","PA_18:0_22:6","black","to",100,1,"",0,"black",4.77789664594001,2.08878028669036,"yes",4.49149837144908,2.08878028669036,"yes"
"LPC_18:0","PC_18:0_22:6","black","to",100,1,"",0,"black",0.66671747039882,0.15534128724498,"no",4.82870735006373,1.94433645685932,"yes"
"PA_18:1_19:1","LPA_18:1","black","to",100,1,"",0,"black",-3.37902409991948,2.12740452839191,"yes",-0.540964676683492,1.79430859556771,"yes"
"DAG_18:1_19:1","PA_18:1_19:1","black","to",100,1,"",0,"black",-3.44197998514468,2.12740452839191,"yes",-3.37902409991948,2.12740452839191,"yes"
"LPC_18:1","PC_18:1_19:1","black","to",100,1,"",0,"black",0.110192516686674,0.046176891214049,"no",-3.58922161768942,2.13630193281158,"yes"
"PA_18:1_20:1","LPA_18:1","black","to",100,1,"",0,"black",-1.22868233880769,1.48852707890005,"yes",-0.540964676683492,1.79430859556771,"yes"
"DAG_18:1_20:1","PA_18:1_20:1","black","to",100,1,"",0,"black",-1.23335239220461,1.49037874090284,"yes",-1.22868233880769,1.48852707890005,"yes"
"LPC_18:1","PC_18:1_20:1","black","to",100,1,"",0,"black",0.110192516686674,0.046176891214049,"no",-1.18827078911092,1.38635524321937,"yes"
"PA_18:1_20:2","LPA_18:1","black","to",100,1,"",0,"black",-2.48959191632964,1.80030361415064,"yes",-0.540964676683492,1.79430859556771,"yes"
"DAG_18:1_20:2","PA_18:1_20:2","black","to",100,1,"",0,"black",-2.50386578806478,1.80030361415064,"yes",-2.48959191632964,1.80030361415064,"yes"
"LPC_18:1","PC_18:1_20:2","black","to",100,1,"",0,"black",0.110192516686674,0.046176891214049,"no",-2.45219564689097,1.80030361415064,"yes"
"PA_18:1_22:6","LPA_18:1","black","to",100,1,"",0,"black",4.1762072740188,1.22295190253531,"no",-0.540964676683492,1.79430859556771,"yes"
"DAG_18:1_22:6","PA_18:1_22:6","black","to",100,1,"",0,"black",4.1762072740188,1.22295190253531,"no",4.1762072740188,1.22295190253531,"no"
"LPC_18:1","PC_18:1_22:6","black","to",100,1,"",0,"black",0.110192516686674,0.046176891214049,"no",3.94857814243513,1.07077789112949,"no"
"PE_16:0_16:0","PS_16:0_16:0","black","to",100,1,"",0,"black",1.05971985891054,1.72823252727121,"yes",0.12486354675066,0.0536994395297723,"no"
"LPE_16:0","PE_16:0_16:0","black","to",100,1,"",0,"black",-0.161676558248116,0.0628861174489004,"no",1.05971985891054,1.72823252727121,"yes"
"PE_18:0_22:6","PS_18:0_22:6","black","to",100,1,"",0,"black",4.94482684125688,2.12740452839191,"yes",4.81072230919099,2.12740452839191,"yes"
"LPE_18:0","PE_18:0_22:6","black","to",100,1,"Increase",40,"red",0.151785133419141,0.0628861174489004,"no",4.94482684125688,2.12740452839191,"yes"
"PE_18:1_19:1","PS_18:1_19:1","black","to",100,1,"",0,"black",-3.18531430519606,2.0235842235706,"yes",-3.37650995789458,0.908371964575084,"no"
"LPE_18:1","PE_18:1_19:1","black","to",100,1,"",0,"black",-0.439168211983052,0.257588344318459,"no",-3.18531430519606,2.0235842235706,"yes"
"PE_18:1_20:1","PS_18:1_20:1","black","to",100,1,"",0,"black",-1.26446343639133,1.49037874090284,"yes",-1.91071936416634,1.84778714623989,"yes"
"LPE_18:1","PE_18:1_20:1","black","to",100,1,"",0,"black",-0.439168211983052,0.257588344318459,"no",-1.26446343639133,1.49037874090284,"yes"
"PE_18:1_20:2","PS_18:1_20:2","black","to",100,1,"",0,"black",-2.52107849257267,1.79430859556771,"yes",-3.29452518101792,1.76455201551352,"yes"
"LPE_18:1","PE_18:1_20:2","black","to",100,1,"",0,"black",-0.439168211983052,0.257588344318459,"no",-2.52107849257267,1.79430859556771,"yes"
"PE_18:1_22:6","PS_18:1_22:6","black","to",100,1,"",0,"black",4.48368608553806,1.26642076065561,"no",5.24918590864555,1.22295190253531,"no"
"LPE_18:1","PE_18:1_22:6","black","to",100,1,"",0,"black",-0.439168211983052,0.257588344318459,"no",4.48368608553806,1.26642076065561,"no"
"PA_18:0_22:6","LPA_22:6","black","to",100,1,"",0,"black",4.49149837144908,2.08878028669036,"yes",5.26990439613525,1.9039842195194,"yes"
"LPE_22:6","PE_18:0_22:6","black","to",100,1,"",0,"black",6.95006224973679,0.807726607471871,"no",4.94482684125688,2.12740452839191,"yes"
