"From","To","ensembl_gene_id","external_gene_name","species"
"LPE","PE","ENSMUSG00000038732","Mboat1","mouse"
"LPE","PE","ENSMUSG00000020646","Mboat2","mouse"
"LPE","PE","ENSMUSG00000004270","Lpcat3","mouse"
"LPE","PE","ENSMUSG00000027134","Lpcat4","mouse"
"LPE P-","PE P-","ENSMUSG00000027134","Lpcat4","mouse"
"LPE P-","LPA P-","ENSMUSG00000030703","Gdpd3","mouse"
"LPE P-","LPA P-","ENSMUSG00000022425","Enpp2","mouse"
"LPE P-","LPA P-","ENSMUSG00000061666","Gdpd1","mouse"
"LPE P-","MAG P-","ENSMUSG00000030703","Gdpd3","mouse"
"LPE P-","MAG P-","ENSMUSG00000022425","Enpp2","mouse"
"LPE P-","MAG P-","ENSMUSG00000061666","Gdpd1","mouse"
"LPG","PG","ENSMUSG00000021608","Lpcat1","mouse"
"LPG","PG","ENSMUSG00000054469","Lclat1","mouse"
"LPG","PG","ENSMUSG00000024978","Gpam","mouse"
"LPG","PG","ENSMUSG00000033192","Lpcat2","mouse"
"LPG","PG","ENSMUSG00000026623","Lpgat1","mouse"
"LPG","PG","ENSMUSG00000027134","Lpcat4","mouse"
"LPG","PG","ENSMUSG00000033794","Lpcat2b","mouse"
"LPI","PI","ENSMUSG00000054469","Lclat1","mouse"
"LPI","PI","ENSMUSG00000035596","Mboat7","mouse"
"LPI","PI","ENSMUSG00000023827","Agpat4","mouse"
"LPI","PI","ENSMUSG00000001211","Agpat3","mouse"
"LPS","PS","ENSMUSG00000038732","Mboat1","mouse"
"LPS","PS","ENSMUSG00000004270","Lpcat3","mouse"
"LPS","PS","ENSMUSG00000020646","Mboat2","mouse"
"LPS","PS","ENSMUSG00000027134","Lpcat4","mouse"
"MAG","DAG","ENSMUSG00000012187","Mogat1","mouse"
"MAG","DAG","ENSMUSG00000052396","Mogat2","mouse"
"MLCL","CL","ENSMUSG00000009995","Tafazzin","mouse"
"MLCL","CL","ENSMUSG00000054469","Lclat1","mouse"
"PA","PI","ENSMUSG00000030682","Cdipt","mouse"
"PA","PG","ENSMUSG00000017715","Pgs1","mouse"
"PA","PI","ENSMUSG00000029330","Cds1","mouse"
"PA","PI","ENSMUSG00000058793","Cds2","mouse"
"PA","PG","ENSMUSG00000029330","Cds1","mouse"
"PA","PG","ENSMUSG00000058793","Cds2","mouse"
"PA","DAG","ENSMUSG00000070366","Plpp4","mouse"
"PA","DAG","ENSMUSG00000031570","Plpp5","mouse"
"PA","DAG","ENSMUSG00000021759","Plpp1","mouse"
"PA","DAG","ENSMUSG00000028517","Plpp3","mouse"
"PA","DAG","ENSMUSG00000027412","Lpin3","mouse"
"PA","DAG","ENSMUSG00000024052","Lpin2","mouse"
"PA","DAG","ENSMUSG00000052151","Plpp2","mouse"
"PA","DAG","ENSMUSG00000020593","Lpin1","mouse"
"PA","PG","ENSMUSG00000063235","Ptpmt1","mouse"
"PA","LPA","ENSMUSG00000098488","Pla2g4b","mouse"
"PA","LPA","ENSMUSG00000050211","Pla2g4e","mouse"
"PA","LPA","ENSMUSG00000070719","Pla2g4d","mouse"
"PA","LPA","ENSMUSG00000046971","Pla2g4f","mouse"
"PA","LPA","ENSMUSG00000060675","Plaat3","mouse"
"PA","LPA","ENSMUSG00000027999","Pla2g12a","mouse"
"PA","LPA","ENSMUSG00000009646","Pla2g12b","mouse"
"PA","LPA","ENSMUSG00000042632","Pla2g6","mouse"
"PA","LPA","ENSMUSG00000022683","Pla2g10","mouse"
"PA","LPA","ENSMUSG00000034579","Pla2g3","mouse"
"PA","LPA","ENSMUSG00000028750","Pla2g2c","mouse"
"PA","LPA","ENSMUSG00000028749","Pla2g2f","mouse"
"PA","LPA","ENSMUSG00000041202","Pla2g2d","mouse"
"PA","LPA","ENSMUSG00000041193","Pla2g5","mouse"
"PA","LPA","ENSMUSG00000058908","Pla2g2a","mouse"
"PA","LPA","ENSMUSG00000028751","Pla2g2e","mouse"
"PA","LPA","ENSMUSG00000029134","Plb1","mouse"
"PA","LPA","ENSMUSG00000056220","Pla2g4a","mouse"
"PA","LPA","ENSMUSG00000033847","Pla2g4c","mouse"
"PA","LPA","ENSMUSG00000029522","Pla2g1b","mouse"
"PA O-","DAG O-","ENSMUSG00000020593","Lpin1","mouse"
"PA O-","DAG O-","ENSMUSG00000028517","Plpp3","mouse"
"PA O-","DAG O-","ENSMUSG00000021759","Plpp1","mouse"
"PA O-","DAG O-","ENSMUSG00000024052","Lpin2","mouse"
"PA O-","DAG O-","ENSMUSG00000070366","Plpp4","mouse"
"PA O-","DAG O-","ENSMUSG00000031570","Plpp5","mouse"
"PA O-","DAG O-","ENSMUSG00000052151","Plpp2","mouse"
"PA O-","DAG O-","ENSMUSG00000027412","Lpin3","mouse"
"PC","PA","ENSMUSG00000020828","Pld2","mouse"
"PC","PA","ENSMUSG00000052160","Pld4","mouse"
"PC","PA","ENSMUSG00000027695","Pld1","mouse"
"PC","PA","ENSMUSG00000003363","Pld3","mouse"
"PC","LPC","ENSMUSG00000056220","Pla2g4a","mouse"
"PC","LPC","ENSMUSG00000042632","Pla2g6","mouse"
"PC","LPC","ENSMUSG00000029134","Plb1","mouse"
"PC","LPC","ENSMUSG00000046971","Pla2g4f","mouse"
"PC","LPC","ENSMUSG00000050211","Pla2g4e","mouse"
"PC","LPC","ENSMUSG00000070719","Pla2g4d","mouse"
"PC","LPC","ENSMUSG00000033847","Pla2g4c","mouse"
"PC","LPC","ENSMUSG00000025509","Pnpla2","mouse"
"PC","LPC","ENSMUSG00000034579","Pla2g3","mouse"
"PC","LPC","ENSMUSG00000036257","Pnpla8","mouse"
"PC","LPC","ENSMUSG00000060675","Plaat3","mouse"
"PC","LPC","ENSMUSG00000031903","Pla2g15","mouse"
"PC","LPC","ENSMUSG00000002475","Abhd3","mouse"
"PC","LPC","ENSMUSG00000028751","Pla2g2e","mouse"
"PC","LPC","ENSMUSG00000022683","Pla2g10","mouse"
"PC","LPC","ENSMUSG00000028749","Pla2g2f","mouse"
"PC","LPC","ENSMUSG00000041202","Pla2g2d","mouse"
"PC","LPC","ENSMUSG00000029522","Pla2g1b","mouse"
"PC","LPC","ENSMUSG00000098488","Pla2g4b","mouse"
"PC","LPC","ENSMUSG00000027999","Pla2g12a","mouse"
"PC","LPC","ENSMUSG00000009646","Pla2g12b","mouse"
"PC","LPC","ENSMUSG00000028750","Pla2g2c","mouse"
"PC","LPC","ENSMUSG00000041193","Pla2g5","mouse"
"PC","LPC","ENSMUSG00000058908","Pla2g2a","mouse"
"PC","PS","ENSMUSG00000021518","Ptdss1","mouse"
"PC","PG","ENSMUSG00000043648","Pld6","mouse"
"PC","PG","ENSMUSG00000052160","Pld4","mouse"
"PC","PG","ENSMUSG00000027695","Pld1","mouse"
"PC","PG","ENSMUSG00000020828","Pld2","mouse"
"PC","PG","ENSMUSG00000003363","Pld3","mouse"
"PC O-","LPC O-","ENSMUSG00000098488","Pla2g4b","mouse"
"PC O-","LPC O-","ENSMUSG00000050211","Pla2g4e","mouse"
"PC O-","LPC O-","ENSMUSG00000070719","Pla2g4d","mouse"
"PC O-","LPC O-","ENSMUSG00000046971","Pla2g4f","mouse"
"PC O-","LPC O-","ENSMUSG00000060675","Plaat3","mouse"
"PC O-","LPC O-","ENSMUSG00000027999","Pla2g12a","mouse"
"PC O-","LPC O-","ENSMUSG00000009646","Pla2g12b","mouse"
"PC O-","LPC O-","ENSMUSG00000042632","Pla2g6","mouse"
"PC O-","LPC O-","ENSMUSG00000022683","Pla2g10","mouse"
"PC O-","LPC O-","ENSMUSG00000034579","Pla2g3","mouse"
"PC O-","LPC O-","ENSMUSG00000028750","Pla2g2c","mouse"
"PC O-","LPC O-","ENSMUSG00000028749","Pla2g2f","mouse"
"PC O-","LPC O-","ENSMUSG00000041202","Pla2g2d","mouse"
"PC O-","LPC O-","ENSMUSG00000041193","Pla2g5","mouse"
"PC O-","LPC O-","ENSMUSG00000058908","Pla2g2a","mouse"
"PC O-","LPC O-","ENSMUSG00000028751","Pla2g2e","mouse"
"PC O-","LPC O-","ENSMUSG00000029134","Plb1","mouse"
"PC O-","LPC O-","ENSMUSG00000056220","Pla2g4a","mouse"
"PC O-","LPC O-","ENSMUSG00000033847","Pla2g4c","mouse"
"PC O-","LPC O-","ENSMUSG00000029522","Pla2g1b","mouse"
"PC P-","LPC P-","ENSMUSG00000036257","Pnpla8","mouse"
"PC P-","LPC P-","ENSMUSG00000098488","Pla2g4b","mouse"
"PC P-","LPC P-","ENSMUSG00000050211","Pla2g4e","mouse"
"PC P-","LPC P-","ENSMUSG00000070719","Pla2g4d","mouse"
"PC P-","LPC P-","ENSMUSG00000046971","Pla2g4f","mouse"
"PC P-","LPC P-","ENSMUSG00000060675","Plaat3","mouse"
"PC P-","LPC P-","ENSMUSG00000027999","Pla2g12a","mouse"
"PC P-","LPC P-","ENSMUSG00000009646","Pla2g12b","mouse"
"PC P-","LPC P-","ENSMUSG00000042632","Pla2g6","mouse"
"PC P-","LPC P-","ENSMUSG00000022683","Pla2g10","mouse"
"PC P-","LPC P-","ENSMUSG00000034579","Pla2g3","mouse"
"PC P-","LPC P-","ENSMUSG00000028750","Pla2g2c","mouse"
"PC P-","LPC P-","ENSMUSG00000028749","Pla2g2f","mouse"
"PC P-","LPC P-","ENSMUSG00000041202","Pla2g2d","mouse"
"PC P-","LPC P-","ENSMUSG00000041193","Pla2g5","mouse"
"PC P-","LPC P-","ENSMUSG00000058908","Pla2g2a","mouse"
"PC P-","LPC P-","ENSMUSG00000028751","Pla2g2e","mouse"
"PC P-","LPC P-","ENSMUSG00000029134","Plb1","mouse"
"PC P-","LPC P-","ENSMUSG00000056220","Pla2g4a","mouse"
"PC P-","LPC P-","ENSMUSG00000033847","Pla2g4c","mouse"
"PC P-","LPC P-","ENSMUSG00000029522","Pla2g1b","mouse"
"PE","LPE","ENSMUSG00000036257","Pnpla8","mouse"
"PE","LPE","ENSMUSG00000041202","Pla2g2d","mouse"
"PE","LPE","ENSMUSG00000098488","Pla2g4b","mouse"
"PE","LPE","ENSMUSG00000050211","Pla2g4e","mouse"
"PE","LPE","ENSMUSG00000070719","Pla2g4d","mouse"
"PE","LPE","ENSMUSG00000046971","Pla2g4f","mouse"
"PE","LPE","ENSMUSG00000060675","Plaat3","mouse"
"PE","LPE","ENSMUSG00000027999","Pla2g12a","mouse"
"PE","LPE","ENSMUSG00000009646","Pla2g12b","mouse"
"PE","LPE","ENSMUSG00000042632","Pla2g6","mouse"
"PE","LPE","ENSMUSG00000022683","Pla2g10","mouse"
"PE","LPE","ENSMUSG00000034579","Pla2g3","mouse"
"PE","LPE","ENSMUSG00000028750","Pla2g2c","mouse"
"PE","LPE","ENSMUSG00000028749","Pla2g2f","mouse"
"PE","LPE","ENSMUSG00000041193","Pla2g5","mouse"
"PE","LPE","ENSMUSG00000058908","Pla2g2a","mouse"
"PE","LPE","ENSMUSG00000028751","Pla2g2e","mouse"
"PE","LPE","ENSMUSG00000029134","Plb1","mouse"
"PE","LPE","ENSMUSG00000056220","Pla2g4a","mouse"
"PE","LPE","ENSMUSG00000033847","Pla2g4c","mouse"
"PE","LPE","ENSMUSG00000029522","Pla2g1b","mouse"
"PE","PC","ENSMUSG00000000301","Pemt","mouse"
"PE O-","PE P-","ENSMUSG00000090213","Peds1","mouse"
"PE O-","PE P-","ENSMUSG00000025495","Ptdss2","mouse"
"PE","PS","ENSMUSG00000021518","Ptdss1","mouse"
"PE","PS","ENSMUSG00000025495","Ptdss2","mouse"
"PE","PS","ENSMUSG00000090213","Peds1","mouse"
"PE O-","LPE O-","ENSMUSG00000098488","Pla2g4b","mouse"
"PE O-","LPE O-","ENSMUSG00000050211","Pla2g4e","mouse"
"PE O-","LPE O-","ENSMUSG00000070719","Pla2g4d","mouse"
"PE O-","LPE O-","ENSMUSG00000046971","Pla2g4f","mouse"
"PE O-","LPE O-","ENSMUSG00000060675","Plaat3","mouse"
"PE O-","LPE O-","ENSMUSG00000027999","Pla2g12a","mouse"
"PE O-","LPE O-","ENSMUSG00000009646","Pla2g12b","mouse"
"PE O-","LPE O-","ENSMUSG00000042632","Pla2g6","mouse"
"PE O-","LPE O-","ENSMUSG00000022683","Pla2g10","mouse"
"PE O-","LPE O-","ENSMUSG00000034579","Pla2g3","mouse"
"PE O-","LPE O-","ENSMUSG00000028750","Pla2g2c","mouse"
"PE O-","LPE O-","ENSMUSG00000028749","Pla2g2f","mouse"
"PE O-","LPE O-","ENSMUSG00000041202","Pla2g2d","mouse"
"PE O-","LPE O-","ENSMUSG00000041193","Pla2g5","mouse"
"PE O-","LPE O-","ENSMUSG00000058908","Pla2g2a","mouse"
"PE O-","LPE O-","ENSMUSG00000028751","Pla2g2e","mouse"
"PE O-","LPE O-","ENSMUSG00000029134","Plb1","mouse"
"PE O-","LPE O-","ENSMUSG00000056220","Pla2g4a","mouse"
"PE O-","LPE O-","ENSMUSG00000033847","Pla2g4c","mouse"
"PE O-","LPE O-","ENSMUSG00000029522","Pla2g1b","mouse"
"PE P-","PA P-","ENSMUSG00000052160","Pld4","mouse"
"PE P-","PA P-","ENSMUSG00000027695","Pld1","mouse"
"PE P-","PA P-","ENSMUSG00000020828","Pld2","mouse"
"PE P-","PA P-","ENSMUSG00000003363","Pld3","mouse"
"PE P-","DAG P-","ENSMUSG00000040774","Cept1","mouse"
"PE P-","DAG P-","ENSMUSG00000075703","Selenoi","mouse"
"PE P-","LPE P-","ENSMUSG00000098488","Pla2g4b","mouse"
"PE P-","LPE P-","ENSMUSG00000050211","Pla2g4e","mouse"
"PE P-","LPE P-","ENSMUSG00000070719","Pla2g4d","mouse"
"PE P-","LPE P-","ENSMUSG00000046971","Pla2g4f","mouse"
"PE P-","LPE P-","ENSMUSG00000060675","Plaat3","mouse"
"PE P-","LPE P-","ENSMUSG00000027999","Pla2g12a","mouse"
"PE P-","LPE P-","ENSMUSG00000009646","Pla2g12b","mouse"
"PE P-","LPE P-","ENSMUSG00000042632","Pla2g6","mouse"
"PE P-","LPE P-","ENSMUSG00000022683","Pla2g10","mouse"
"PE P-","LPE P-","ENSMUSG00000034579","Pla2g3","mouse"
"PE P-","LPE P-","ENSMUSG00000028750","Pla2g2c","mouse"
"PE P-","LPE P-","ENSMUSG00000028749","Pla2g2f","mouse"
"PE P-","LPE P-","ENSMUSG00000041202","Pla2g2d","mouse"
"PE P-","LPE P-","ENSMUSG00000041193","Pla2g5","mouse"
"PE P-","LPE P-","ENSMUSG00000058908","Pla2g2a","mouse"
"PE P-","LPE P-","ENSMUSG00000028751","Pla2g2e","mouse"
"PE P-","LPE P-","ENSMUSG00000029134","Plb1","mouse"
"PE P-","LPE P-","ENSMUSG00000056220","Pla2g4a","mouse"
"PE P-","LPE P-","ENSMUSG00000033847","Pla2g4c","mouse"
"PE P-","LPE P-","ENSMUSG00000029522","Pla2g1b","mouse"
"PG","CL","ENSMUSG00000027357","Crls1","mouse"
"PG","LPG","ENSMUSG00000098488","Pla2g4b","mouse"
"PG","LPG","ENSMUSG00000050211","Pla2g4e","mouse"
"PG","LPG","ENSMUSG00000070719","Pla2g4d","mouse"
"PG","LPG","ENSMUSG00000046971","Pla2g4f","mouse"
"PG","LPG","ENSMUSG00000060675","Plaat3","mouse"
"PG","LPG","ENSMUSG00000027999","Pla2g12a","mouse"
"PG","LPG","ENSMUSG00000009646","Pla2g12b","mouse"
"PG","LPG","ENSMUSG00000042632","Pla2g6","mouse"
"PG","LPG","ENSMUSG00000022683","Pla2g10","mouse"
"PG","LPG","ENSMUSG00000034579","Pla2g3","mouse"
"PG","LPG","ENSMUSG00000028750","Pla2g2c","mouse"
"PG","LPG","ENSMUSG00000028749","Pla2g2f","mouse"
"PG","LPG","ENSMUSG00000041202","Pla2g2d","mouse"
"PG","LPG","ENSMUSG00000041193","Pla2g5","mouse"
"PG","LPG","ENSMUSG00000058908","Pla2g2a","mouse"
"PG","LPG","ENSMUSG00000028751","Pla2g2e","mouse"
"PG","LPG","ENSMUSG00000029134","Plb1","mouse"
"PG","LPG","ENSMUSG00000056220","Pla2g4a","mouse"
"PG","LPG","ENSMUSG00000033847","Pla2g4c","mouse"
"PG","LPG","ENSMUSG00000029522","Pla2g1b","mouse"
"phCer","phSPB","ENSMUSG00000031591","Asah1","mouse"
"phCer","phSPB","ENSMUSG00000024887","Asah2","mouse"
"phCer","phSPB","ENSMUSG00000045019","Acer1","mouse"
"phCer","phSPB","ENSMUSG00000038007","Acer2","mouse"
"PI","DAG","ENSMUSG00000024998","Plce1","mouse"
"PI","DAG","ENSMUSG00000034330","Plcg2","mouse"
"PI","DAG","ENSMUSG00000029055","Plch2","mouse"
"PI","DAG","ENSMUSG00000024960","Plcb3","mouse"
"PI","DAG","ENSMUSG00000036834","Plch1","mouse"
"PI","DAG","ENSMUSG00000030230","Plcz1","mouse"
"PI","DAG","ENSMUSG00000016933","Plcg1","mouse"
"PI","DAG","ENSMUSG00000010660","Plcd1","mouse"
"PI","DAG","ENSMUSG00000026173","Plcd4","mouse"
"PI","DAG","ENSMUSG00000020937","Plcd3","mouse"
"PI","DAG","ENSMUSG00000051177","Plcb1","mouse"
"PI","DAG","ENSMUSG00000039943","Plcb4","mouse"
"PI","DAG","ENSMUSG00000040061","Plcb2","mouse"
"PI","LPI","ENSMUSG00000098488","Pla2g4b","mouse"
"PI","LPI","ENSMUSG00000050211","Pla2g4e","mouse"
"PI","LPI","ENSMUSG00000070719","Pla2g4d","mouse"
"PI","LPI","ENSMUSG00000046971","Pla2g4f","mouse"
"PI","LPI","ENSMUSG00000060675","Plaat3","mouse"
"PI","LPI","ENSMUSG00000027999","Pla2g12a","mouse"
"PI","LPI","ENSMUSG00000009646","Pla2g12b","mouse"
"PI","LPI","ENSMUSG00000042632","Pla2g6","mouse"
"PI","LPI","ENSMUSG00000022683","Pla2g10","mouse"
"PI","LPI","ENSMUSG00000034579","Pla2g3","mouse"
"PI","LPI","ENSMUSG00000028750","Pla2g2c","mouse"
"PI","LPI","ENSMUSG00000028749","Pla2g2f","mouse"
"PI","LPI","ENSMUSG00000041202","Pla2g2d","mouse"
"PI","LPI","ENSMUSG00000041193","Pla2g5","mouse"
"PI","LPI","ENSMUSG00000058908","Pla2g2a","mouse"
"PI","LPI","ENSMUSG00000028751","Pla2g2e","mouse"
"PI","LPI","ENSMUSG00000029134","Plb1","mouse"
"PI","LPI","ENSMUSG00000056220","Pla2g4a","mouse"
"PI","LPI","ENSMUSG00000033847","Pla2g4c","mouse"
"PI","LPI","ENSMUSG00000029522","Pla2g1b","mouse"
"PS","LPS","ENSMUSG00000098488","Pla2g4b","mouse"
"PS","LPS","ENSMUSG00000050211","Pla2g4e","mouse"
"PS","LPS","ENSMUSG00000070719","Pla2g4d","mouse"
"PS","LPS","ENSMUSG00000046971","Pla2g4f","mouse"
"PS","LPS","ENSMUSG00000060675","Plaat3","mouse"
"PS","LPS","ENSMUSG00000027999","Pla2g12a","mouse"
"PS","LPS","ENSMUSG00000009646","Pla2g12b","mouse"
"PS","LPS","ENSMUSG00000042632","Pla2g6","mouse"
"PS","LPS","ENSMUSG00000022683","Pla2g10","mouse"
"PS","LPS","ENSMUSG00000034579","Pla2g3","mouse"
"PS","LPS","ENSMUSG00000028750","Pla2g2c","mouse"
"PS","LPS","ENSMUSG00000028749","Pla2g2f","mouse"
"PS","LPS","ENSMUSG00000041202","Pla2g2d","mouse"
"PS","LPS","ENSMUSG00000041193","Pla2g5","mouse"
"PS","LPS","ENSMUSG00000058908","Pla2g2a","mouse"
"PS","LPS","ENSMUSG00000028751","Pla2g2e","mouse"
"PS","LPS","ENSMUSG00000029134","Plb1","mouse"
"PS","LPS","ENSMUSG00000056220","Pla2g4a","mouse"
"PS","LPS","ENSMUSG00000033847","Pla2g4c","mouse"
"PS","LPS","ENSMUSG00000029522","Pla2g1b","mouse"
"PS","PE","ENSMUSG00000023452","Pisd","mouse"
"Serine+Palmitoyl CoA","ketodhSPB","ENSMUSG00000021468","Sptlc1","mouse"
"Serine+Palmitoyl CoA","ketodhSPB","ENSMUSG00000021036","Sptlc2","mouse"
"Serine+Palmitoyl CoA","ketodhSPB","ENSMUSG00000039092","Sptlc3","mouse"
"SM","Cer","ENSMUSG00000040451","Sgms1","mouse"
"SM","Cer","ENSMUSG00000050931","Sgms2","mouse"
"SM","Cer","ENSMUSG00000071724","Smpd5","mouse"
"SM","Cer","ENSMUSG00000019822","Smpd2","mouse"
"SM","Cer","ENSMUSG00000037049","Smpd1","mouse"
"SM","Cer","ENSMUSG00000046697","Enpp7","mouse"
"SM","Cer","ENSMUSG00000005899","Smpd4","mouse"
"SM","Cer","ENSMUSG00000031906","Smpd3","mouse"
"SPB","Cer","ENSMUSG00000030510","Cers3","mouse"
"SPB","Cer","ENSMUSG00000015714","Cers2","mouse"
"SPB","Cer","ENSMUSG00000008206","Cers4","mouse"
"SPB","Cer","ENSMUSG00000023021","Cers5","mouse"
"SPB","Cer","ENSMUSG00000027035","Cers6","mouse"
"SPB","Cer","ENSMUSG00000087408","Cers1","mouse"
"SPB","SPBP","ENSMUSG00000057342","Sphk2","mouse"
"SPB","SPBP","ENSMUSG00000061878","Sphk1","mouse"
"SPBP","SPB","ENSMUSG00000032908","Sgpp2","mouse"
"SPBP","SPB","ENSMUSG00000021054","Sgpp1","mouse"
"SPBP","SPB","ENSMUSG00000020593","Lpin1","mouse"
"SPBP","SPB","ENSMUSG00000028517","Plpp3","mouse"
"SPBP","SPB","ENSMUSG00000021759","Plpp1","mouse"
"SPBP","SPB","ENSMUSG00000024052","Lpin2","mouse"
"SPBP","SPB","ENSMUSG00000070366","Plpp4","mouse"
"SPBP","SPB","ENSMUSG00000031570","Plpp5","mouse"
"SPBP","SPB","ENSMUSG00000052151","Plpp2","mouse"
"SPBP","SPB","ENSMUSG00000027412","Lpin3","mouse"
"Sulfatide","GalCer","ENSMUSG00000022620","Arsa","mouse"
"TAG","DAG","ENSMUSG00000041653","Pnpla3","mouse"
"TAG","DAG","ENSMUSG00000046008","Pnlip","mouse"
"TAG","DAG","ENSMUSG00000042179","Pnliprp1","mouse"
"TAG","DAG","ENSMUSG00000025091","Pnliprp2","mouse"
"TAG","DAG","ENSMUSG00000024768","Lipf","mouse"
"TAG","DAG","ENSMUSG00000026818","Cel","mouse"
"TAG","DAG","ENSMUSG00000053846","Lipg","mouse"
"TAG","DAG","ENSMUSG00000027761","Aadac","mouse"
"TAG","DAG","ENSMUSG00000032207","Lipc","mouse"
"TAG","DAG","ENSMUSG00000025509","Pnpla2","mouse"
"Acyl-DHAP","Alkyl-DHAP","ENSRNOG00000001547","Agps","rat"
"Cer","CerP","ENSRNOG00000017022","Cerk","rat"
"Cer","SM","ENSRNOG00000012536","Sgms1","rat"
"Cer","SM","ENSRNOG00000011284","Sgms2","rat"
"Cer","SPB","ENSRNOG00000002273","Naaa","rat"
"Cer","SPB","ENSRNOG00000012196","Asah2","rat"
"Cer","SPB","ENSRNOG00000007637","Acer2","rat"
"Cer","SPB","ENSRNOG00000047368","Acer1","rat"
"Cer","SPB","ENSRNOG00000010034","Asah1","rat"
"Cer","HexCer","ENSRNOG00000015644","Ugcg","rat"
"Cer","HexCer","ENSRNOG00000009345","Ugt8","rat"
"CerP","Cer","ENSRNOG00000000177","Plpp2","rat"
"CerP","Cer","ENSRNOG00000005175","Sgpp1","rat"
"CerP","Cer","ENSRNOG00000069992","Sgpp2","rat"
"CerP","Cer","ENSRNOG00000016636","Lpin3","rat"
"CerP","Cer","ENSRNOG00000009980","Plpp1","rat"
"CerP","Cer","ENSRNOG00000004377","Lpin1","rat"
"CerP","Cer","ENSRNOG00000008116","Plpp3","rat"
"CerP","Cer","ENSRNOG00000020424","Plpp4","rat"
"CerP","Cer","ENSRNOG00000014876","Lpin2","rat"
"CerP","Cer","ENSRNOG00000069017","Plpp5","rat"
"DAG","PA","ENSRNOG00000024112","Dgkq","rat"
"DAG","PA","ENSRNOG00000026705","Dgki","rat"
"DAG","PA","ENSRNOG00000017737","Dgkz","rat"
"DAG","PA","ENSRNOG00000001796","Dgkg","rat"
"DAG","PA","ENSRNOG00000022943","Dgka","rat"
"DAG","PA","ENSRNOG00000030771","Dgkb","rat"
"DAG","PA","ENSRNOG00000023238","Dgkd","rat"
"DAG","PA","ENSRNOG00000002338","Dgke","rat"
"DAG","PA","ENSRNOG00000010065","Dgkh","rat"
"DAG","PA","ENSRNOG00000039323","","rat"
"DAG","TAG","ENSRNOG00000016573","Dgat2","rat"
"DAG","TAG","ENSRNOG00000028711","Dgat1","rat"
"DAG","PE","ENSRNOG00000017723","Cept1","rat"
"DAG","PE","ENSRNOG00000059295","Selenoi","rat"
"DAG","MAG","ENSRNOG00000017982","Pnliprp2","rat"
"DAG","MAG","ENSRNOG00000017725","Pnlip","rat"
"DAG","MAG","ENSRNOG00000010406","Cel","rat"
"DAG","MAG","ENSRNOG00000013950","Aadac","rat"
"DAG","MAG","ENSRNOG00000069673","Pnpla2","rat"
"DAG","MAG","ENSRNOG00000022268","Pnpla3","rat"
"DAG","MAG","ENSRNOG00000019448","Lipf","rat"
"DAG","MAG","ENSRNOG00000017908","Pnliprp1","rat"
"DAG","MAG","ENSRNOG00000060338","Lipc","rat"
"DAG","MAG","ENSRNOG00000018694","Lipg","rat"
"DAG","PC","ENSRNOG00000058271","Chpt1","rat"
"DAG","PC","ENSRNOG00000017723","Cept1","rat"
"DAG O-","PE O-","ENSRNOG00000059295","Selenoi","rat"
"DAG O-","PE O-","ENSRNOG00000017723","Cept1","rat"
"DAG O-","PC O-","ENSRNOG00000017723","Cept1","rat"
"DAG O-","PC O-","ENSRNOG00000058271","Chpt1","rat"
"DHAP","Acyl-DHAP","ENSRNOG00000019205","Gnpat","rat"
"DHAP","G3P","ENSRNOG00000025214","AC099360.1","rat"
"DHAP","G3P","ENSRNOG00000056457","Gpd1","rat"
"DHAP","G3P","ENSRNOG00000026455","Gpd1l","rat"
"DHAP","G3P","ENSRNOG00000033824","Gpd2","rat"
"dhCer","dhSPB","ENSRNOG00000036866","Acer3","rat"
"dhCer","dhSPB","ENSRNOG00000012196","Asah2","rat"
"dhCer","dhSPB","ENSRNOG00000007637","Acer2","rat"
"dhCer","dhSPB","ENSRNOG00000047368","Acer1","rat"
"dhCer","dhSPB","ENSRNOG00000010034","Asah1","rat"
"dhCer","Cer","ENSRNOG00000003223","Degs1","rat"
"dhCer","Cer","ENSRNOG00000003601","RGD1564463","rat"
"dhCer","Cer","ENSRNOG00000011716","Degs2","rat"
"dhCer","phCer","ENSRNOG00000003601","RGD1564463","rat"
"dhCer","phCer","ENSRNOG00000003223","Degs1","rat"
"dhCer","phCer","ENSRNOG00000011716","Degs2","rat"
"dhSPB","dhCer","ENSRNOG00000013823","Cers3","rat"
"dhSPB","dhCer","ENSRNOG00000024595","Cers6","rat"
"dhSPB","dhCer","ENSRNOG00000021138","Cers2","rat"
"dhSPB","dhCer","ENSRNOG00000052990","Cers5","rat"
"dhSPB","dhCer","ENSRNOG00000067124","Cers1","rat"
"dhSPB","dhCer","ENSRNOG00000001072","Cers4","rat"
"dhSPB","dhSPBP","ENSRNOG00000021032","Sphk2","rat"
"dhSPB","dhSPBP","ENSRNOG00000010626","Sphk1","rat"
"dhSPBP","dhSPB","ENSRNOG00000005175","Sgpp1","rat"
"dhSPBP","dhSPB","ENSRNOG00000069992","Sgpp2","rat"
"dhSPBP","dhSPB","ENSRNOG00000016636","Lpin3","rat"
"dhSPBP","dhSPB","ENSRNOG00000009980","Plpp1","rat"
"dhSPBP","dhSPB","ENSRNOG00000004377","Lpin1","rat"
"dhSPBP","dhSPB","ENSRNOG00000008116","Plpp3","rat"
"dhSPBP","dhSPB","ENSRNOG00000020424","Plpp4","rat"
